0	0
0	6
1	11
6	36
9	63
12	93
12	134
12	182
13	223
14	270
14	313
15	351
15	394
16	434
17	469
18	502
18	540
18	574
18	614
19	647
21	691
28	711
47	749
78	797
112	846
133	876
143	910
181	974
212	1028
282	1103
309	1152
375	1243
465	1334
525	1421
617	1513
710	1606
796	1693
887	1785
977	1876
1065	1965
1155	2056
1247	2148
1338	2239
1431	2332
